0,10,20,30,40,50,60,70,80,90,100
#I2P_TBC_0.1,0.0,9.395091235455378e-05,0.0,0.00015817959093978231,0.00027092699609758305,0.00026543540945892316,0.0004207996782943757,0.0006722519540067869,0.0006136657634641212,0.0008128401386771296
#I2P_TBC_0.5,0.0018510257052780734,0.0017850673347365213,0.0039150572046969725,0.006313030766147,0.00776716240203275,0.009629009718474033,0.011709892468838886,0.014808617541283452,0.017620609018059116,0.019508470660411437
#I2P_TBC_1,0.005321698902674462,0.012825217906971378,0.015174750257717728,0.024066549235632593,0.02738028542004932,0.03481816667769843,0.04519234941020729,0.05235619551260993,0.06251897086245026,0.07222291376846635
#Tor_TBC_0.1_ENP_0.1,0.0,0.00023137821315975918,0.0006793168236350207,0.001127410948254645,0.0014709721016468286,0.0025042754747071267,0.002803046624679958,0.0030255712282698023,0.002961645370481345,0.003850377404643962
#Tor_TBC_0.1_ENP_0.5,0.0,0.00023137821315975918,0.0006793168236350207,0.00046975456177276894,0.00042524116832533905,0.0006771752303951258,0.0013403985622400317,0.0014780871907302073,0.0013692375284823429,0.0014750469787535086
#Tor_TBC_0.1_ENP_1,0.0,0.00046275642631951836,0.00013586336472700412,0.00046975456177276894,0.0003543676402711159,0.0002821563459979691,0.0009322926839057756,0.0005536285682892381,0.0008215425170894057,0.0009331929865583419
#Tor_TBC_0.5_ENP_0.1,0.013245319809215178,0.02826328402048127,0.038165696423748924,0.03858938423984238,0.05010230323033396,0.052944526458885456,0.05728225565207988,0.06305357045715039,0.0653605230498645,0.06701633202644851
#Tor_TBC_0.5_ENP_0.5,0.004816479930623699,0.007172724607952538,0.013571013633332147,0.015784671646139822,0.020165597098556677,0.02246987084151673,0.024949554449951696,0.02796827530072578,0.03186062400964083,0.03260575881416016
#Tor_TBC_0.5_ENP_1,0.0036123599479677745,0.005321698902674462,0.010292313910559615,0.012061177966159537,0.014601332357256762,0.016507801088582977,0.01828488830641109,0.021759220674276963,0.024921847617229202,0.023738614556931423
#Tor_TBC_1_ENP_0.1,0.0678852065917379,0.10113524489901807,0.13218869221769078,0.14347804908433903,0.1582297938643854,0.170088830030854,0.17730673838945996,0.18311953871296432,0.18845570952927834,0.19063244672402294
#Tor_TBC_1_ENP_0.5,0.021901403469309716,0.039454508789808496,0.05187181577693525,0.06459782235313641,0.07688429691498155,0.08663416559768336,0.09389596430194193,0.10080808673698721,0.10959085792203056,0.11575848743769519
#Tor_TBC_1_ENP_1,0.015051499783199068,0.03233623615059372,0.04178064078350998,0.048410645032477995,0.06125913487138072,0.06777280946507636,0.07593625647584512,0.08041838082855898,0.0882646299407325,0.09458108821928665
#Proposed_PPC_25,0.029728183356573245,0.05091869043853523,0.057191470451862736,0.06732868589008478,0.08482774933328346,0.09231194379147689,0.09834256657868395,0.1083216444272451,0.11915658795824086,0.12361060066911535
#Proposed_PPC_10,0.047261709319245074,0.06975503638397029,0.09682011685949511,0.11281859273514108,0.12681527256089745,0.13800348886533625,0.14935003054527646,0.1571541995333265,0.16293917996488666,0.1701388419762608
#Proposed_PPC_5,0.06352321422412034,0.10325077384125303,0.1401202048784886,0.16315169365381998,0.18058232373284222,0.18875923518397392,0.20218961212655384,0.20312826335564302,0.20903794683845672,0.21474181512552526
#Proposed_PPC_1,0.2702907249906195,0.3275824744838732,0.33715453257519734,0.3399847613618966,0.34173372255582657,0.34586543776635076,0.3336473016896159,0.3403013167052503,0.339574034623463,0.34518976767193826
