0,0.1,0.2,0.30000000000000004,0.4,0.5,0.6000000000000001,0.7000000000000001,0.8,0.9,1.0
#0.1,0.0,0.0,0.0002834941122168927,0.00042524116832533905,0.0005669882244337854,0.001204849976921794,0.001204849976921794,0.0014174705610844635,0.0014883440891386868,0.0019844587855182495
#0.2,0.0,7.087352805422317e-05,0.0010631029208133477,0.001275723504976017,0.002719944836341664,0.0040404838881341176,0.004757905162422278,0.00548401243045637,0.007751965328191508,0.00908119037372989
#0.30000000000000004,0.00042524116832533905,0.0008504823366506781,0.0019844587855182495,0.0029766881782773745,0.00501464850435799,0.006715613177659341,0.010623036003430937,0.015275323662815268,0.019952976514394007,0.02079338727921198
#0.4,0.0002834941122168927,0.001204849976921794,0.003641300701046566,0.005767506542673261,0.009000938062886338,0.014938328010036018,0.021139761714780554,0.025329985863725642,0.03164849422142764,0.04003102088644799
#0.5,0.0004961146963795622,0.0026223205380062585,0.00555488595851059,0.010330163108424726,0.014589289172899924,0.02174021509071733,0.029450722062703306,0.04107744460881288,0.045207048520024315,0.0595688278043494
#0.6000000000000001,0.0006378617524880085,0.004208288925480353,0.007424348458201574,0.012961862429220301,0.022459607977529612,0.03353671428669726,0.04591490929303532,0.05506587608982655,0.07311121397505317,0.08134330759021918
#0.7000000000000001,0.0011339764488675708,0.003968917571036501,0.01075609706579346,0.018003261703859474,0.027979749961056483,0.03863092231285539,0.05557848826616673,0.07568397619754531,0.08915833496025023,0.11510646645122265
#0.8,0.0010631029208133477,0.005909253598781706,0.013174483013382966,0.027218898718038686,0.03894788157657529,0.05306247802024186,0.07262327420186399,0.09941970290775087,0.12200379270850313,0.14772974311403578
#0.9,0.0019844587855182495,0.0069456057493138745,0.018842393645196718,0.03311946632307444,0.04825176410630058,0.07431339955040746,0.09108870617076875,0.12102765647975514,0.1491768105654568,0.1809169392837657
#1.0,0.0024096999538435887,0.00963949260441774,0.023904522097938637,0.03580466718443242,0.06321487127409367,0.08521211817984055,0.1146822156332842,0.15132651674135983,0.18326356417241155,0.2239107566682432
